,CS-275B,CS-254B,CS-372,CS-349D,CS-155,CS-336,CS-254,CS-343D,CS-348C,CS-278,CS-325B,CS-261,CS-247A,CS-522,CS-448B,CS-269I,CS-328,CS-240,CS-377G,CS-243,CS-356,CS-129,CS-327A,CS-240LX,CS-103,CS-247S,CS-248B,CS-528,CS-106S,CS-263,CS-124,CS-347,CS-131,CS-257,CS-106M,CS-22A,CS-47,CS-228,CS-194H,CS-229,CS-7,CS-231A,CS-210B,CS-300,CS-173A,CS-348K,CS-106A,CS-529,CS-206,CS-255,CS-498C,CS-153,CS-177,CS-152,CS-148,CS-422,CS-143,CS-224S,CS-197,CS-194,CS-281,CS-29N,CS-197C,CS-273C,CS-83N,CS-259Q,CS-198B,CS-237A,CS-224V,CS-275A,CS-279,CS-212,CS-225A,CS-235,CS-205L,CS-147,CS-476A,CS-349H,CS-432,CS-190,CS-107E,CS-355,CS-227B,CS-377Q,CS-224C,CS-224W,CS-329T,CS-106E,CS-361,CS-256,CS-295,CS-247G,CS-221,CS-161,CS-248A,CS-151,CS-498D,CS-309A,CS-52,CS-210A,CS-49N,CS-224N,CS-273B,CS-298,CS-233,CS-348I,CS-366,CS-270,CS-224R,CS-275,CS-242,CS-154,CS-375,CS-369O,CS-272,CS-239,CS-112,CS-326,CS-237B,CS-168,CS-244B,CS-24,CS-157,CS-470,CS-44N,CS-230,CS-265,CS-229M,CS-109,CS-145,CS-377U,CS-181W,CS-251,CS-246,CS-106AX,CS-339R,CS-108,CS-238,CS-223A,CS-111,CS-241,CS-181,CS-144,CS-448I,CS-330,CS-247B,CS-140E,CS-329M,CS-149,CS-547,CS-249I,CS-342,CS-106L,CS-31N,CS-331,CS-106B,CS-202,CS-236,CS-198,CS-105,CS-170,CS-194W,CS-274,CS-193Q,CS-337,CS-107,CS-244
0,0.43706622750264673,0.6530408187272085,0.40565815786378073,0.5198800141159864,0.4904717092106811,0.38718974238324905,0.6840959887072109,0.7039760028231973,0.5522879661216328,0.6520997529702388,0.6276908598988354,0.4241265733443124,0.5523467827314433,0.3718386072226797,0.3677802611457476,0.5047641453946594,0.47223856016939186,0.41677449711798614,0.46606281613927775,0.383719562404423,0.5584637101517469,0.4475355840489354,0.43312551464533583,0.5378190801082225,0.4606516880367016,0.5461122220915187,0.4301258675449947,0.40754028937772024,0.46794494765321726,0.6182802023291377,0.5715209975297024,0.5894600635219386,0.36136925067639103,0.46118103752499706,0.443065521703329,0.5342312669097753,0.47112104458299026,0.460886954475944,0.38795435831078695,0.43830137630866955,0.5317609692977296,0.4430067050935184,0.5097047406187507,0.35372309140101166,0.3904246559228326,0.6456299258910716,0.5988707210916363,0.48353134925302904,0.2800846959181273,0.5812845547582637,0.5959887072109163,0.38119044818256675,0.36425126455711093,0.5071756263968945,0.4890012939654158,0.5383484295965181,0.5298788377837902,0.3808375485237031,0.5911657452064463,0.4025408775438184,0.552405599341254,0.7213269027173274,0.4391248088460181,0.6391600988119045,0.49082460886954477,0.5655805199388307,0.7293259616515704,0.37813198447241503,0.4557110928126103,0.6203387836725092,0.3708975414657099,0.40795200564639456,0.4044818256675685,0.39795318197859075,0.5077637924950006,0.38289612986707444,0.5671685684037172,0.5581696271026938,0.43836019291848016,0.6835078226091048,0.6330431713916009,0.5728737795553465,0.34925302905540523,0.49764733560757557,0.5972826726267498,0.5285848723679567,0.40365839313021995,0.47106222797317965,0.5579343606634514,0.5237030937536761,0.49358898953064345,0.4178331960945771,0.4478296670979885,0.5837548523703093,0.5124103046700388,0.3284907657922597,0.5476414539465945,0.5295847547347371,0.3991883307846136,0.47900247029761206,0.3471944477120339,0.515998117868486,0.34248911892718503,0.6608634278320198,0.44330078814257146,0.49582402070344667,0.5961651570403482,0.4250088224914716,0.43436066345135865,0.393541936242795,0.5511116339254205,0.40383484295965183,0.33596047523820727,0.6124573579578874,0.5601105752264439,0.5568756616868604,0.3981884484178332,0.4892365604046583,0.4627102693800729,0.4741206916833314,0.35319374191271613,0.4702976120456417,0.4234207740265851,0.5663451358663687,0.4101870368191977,0.47100341136336904,0.5885189977649689,0.44530055287613224,0.61657452064463,0.3481355134690036,0.410598753087872,0.40577579108340195,0.5819315374661804,0.4268321373956005,0.6542759675332314,0.37842606752146807,0.38230796376896836,0.5651688036701564,0.4127749676508646,0.6452182096223974,0.3578402540877544,0.4428302552640866,0.5379367133278438,0.5485825197035643,0.5414657099164805,0.43430184684154804,0.4070697564992354,0.6110457593224327,0.6251617456769791,0.45488766027526173,0.6400423479590637,0.4605928714268909,0.513880719915304,0.5197623808963652,0.7259734148923656,0.5829902364427715,0.5052346782731444,0.4759440065874603,0.5185860487001529,0.3283143159628279,0.43865427596753326,0.33460769321256323,0.4928243736031055,0.3580755205269968,0.30437595576990945,0.5985178214327727,0.35325255852252674
